GID,iso3,ID,subarea,hdi,population,fraction_urban_pop,fraction_pop_under5,sheddingRate_rota,shedding_duration_rota,incidence_urban_under5_rota,incidence_urban_5plus_rota,incidence_rural_under5_rota,incidence_rural_5plus_rota,sheddingRate_crypto,shedding_duration_crypto,incidence_urban_under5_crypto,incidence_urban_5plus_crypto,incidence_rural_under5_crypto,incidence_rural_5plus_crypto,flushSewer_urb,flushSeptic_urb,flushPit_urb,flushOpen_urb,flushUnknown_urb,pitSlab_urb,pitNoSlab_urb,compostingTwinSlab_urb,compostingTwinNoSlab_urb,compostingToilet_urb,bucketLatrine_urb,containerBased_urb,hangingToilet_urb,openDefecation_urb,other_urb,coverBury_urb,sewageTreated_urb,fecalSludgeTreated_urb,isWatertight_urb,hasLeach_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,flushSewer_rur,flushSeptic_rur,flushPit_rur,flushOpen_rur,flushUnknown_rur,pitSlab_rur,pitNoSlab_rur,compostingTwinSlab_rur,compostingTwinNoSlab_rur,compostingToilet_rur,bucketLatrine_rur,containerBased_rur,hangingToilet_rur,openDefecation_rur,other_rur,coverBury_rur,sewageTreated_rur,fecalSludgeTreated_rur,isWatertight_rur,hasLeach_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionQuaternarytreatment,FractionPonds,fRemoval_treatment_virus,fRemoval_treatment_protozoa,fEmitted_inEffluent_after_treatment_virus,fEmitted_inEffluent_after_treatment_protozoa
MCO,MCO,139,Monaco,NA,38897,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA,MDA,140,Moldova,0.711,4041065,0.42628515,0.050203733,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0938858,0.5976136,0.0874781,0.0874781,0.0874781,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.0284204,0,NA,NA,0.1,3,None,Fresh Urine,0.5,0.5,0,NA,NA,0.85,0.7,0.13375,0.2225
MDG,MDG,141,Madagascar,0.521,26262810,0.371905558,0.148402881,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.008,0.142,0.005,0.001,0.001,0.148,0.466,NA,NA,0.018,0.006,NA,0.01,0.197,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.005,0.011,0.008,0.001,0.001,0.091,0.437,NA,NA,0.01,0.001,NA,0.019,0.416,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDV,MDV,142,Maldives,0.719,444259,0.398080849,0.065820972,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX,MEX,143,Mexico,0.767,130759074,0.801561947,0.084995796,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.882,0.0895,0,0.005,0,0.011,0,NA,NA,0,0,NA,0,0.01,0.002,0.0212288,0.4892336,0.0121616,0.0121616,0.0121616,0.1,3,None,Fresh Urine,0.3055,0.439,0,0.0185,0,0.147,0,NA,NA,0,0,NA,0,0.0765,0.014,0.9,0.1811237,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MHL,MHL,144,Marshall Islands,0.698,53167,0.77030865,NA,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.5,0.453,0.001,0.004,0,0.007,0,NA,NA,0,0,NA,0,0.035,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.03,0.567,0.029,0.007,0,0.02,0,NA,NA,0,0,NA,0,0.347,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKD,MKD,145,Macedonia,0.759,2085051,0.579632345,0.053702637,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.981,0.011,0,0,0,0.006,0.001,NA,NA,0,0,NA,0,0,0.001,0,0.082,0,0,0,0.1,3,None,Fresh Urine,0.358,0.357,0.016,0.072,0.011,0.124,0.035,NA,NA,0.01,0,NA,0.001,0.013,0.003,0.9,0.0309013,0,NA,NA,0.1,3,None,Fresh Urine,0.6,0.3,0.1,NA,NA,0.834,0.662,0.1534,0.263
MLI,MLI,146,Mali,0.427,19107706,0.423563143,0.178042741,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.029,0.037,0.0115,0,5.00E-04,0.7005,0.1385,NA,NA,0.0025,0,NA,5.00E-04,0.004,0,0.081946,0.0091684,0,0,0,0.1,3,None,Fresh Urine,0.0035,0.001,0.0015,0,0,0.3155,0.538,NA,NA,0.0055,0,NA,0.004,0.1145,0.0015,0.2553843,0,0,0,0,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MLT,MLT,147,Malta,0.885,432089,0.946122211,0.049087397,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.929817,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.93025,0,0,0,0.1,3,None,Fresh Urine,0,1,0,NA,NA,0.95,0.9,0.025,0.02
MMR,MMR,148,Myanmar,0.584,53855735,0.30578658,0.082862949,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.008,0.179,0.439,0.021,0,0.284,0.191,NA,NA,0.001,0,NA,0.005,0.011,0.003,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.001,0.025,0.299,0.013,0,0.33,0.313,NA,NA,0.021,0.001,NA,0.017,0.142,0.003,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MNE,MNE,149,Montenegro,0.816,629219,0.668134624,0.058761715,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.634,0.343,0.001,0.002,0,0.005,0.001,NA,NA,0,0,NA,0,0.001,0.014,0.0962349,0.1744408,0.0274109,0.0274109,0.0274109,0.1,3,None,Fresh Urine,0.177,0.702,0.002,0.039,0,0.052,0.003,NA,NA,0,0,NA,0,0.001,0.024,0.4,0.0426459,0.4,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNG,MNG,150,Mongolia,0.735,3121772,0.684454214,0.114529151,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.341,0.003,0.001,0,0,0.636,0.011,NA,NA,0.001,0,NA,0,0.005,0.001,0,0.0890717,0.28,NA,NA,0.1,3,None,Fresh Urine,0.032,0.001,0.001,0,0,0.574,0.138,NA,NA,0,0,NA,0,0.252,0.002,0.9,0.0087356,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MNP,MNP,151,Northern Mariana Islands,NA,55194,0.916186542,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOZ,MOZ,152,Mozambique,0.446,30528673,0.359878728,0.164983402,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.188,0,0,0,0.39,0.295,NA,NA,0,0,NA,0,0.127,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0,0.007,0,0,0,0.125,0.382,NA,NA,0,0,NA,0,0.485,0,0.1627129,0,0,0,0,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MRT,MRT,153,Mauritania,0.527,4540068,0.536719714,0.148370849,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSR,MSR,154,Montserrat,NA,5203,0.090716894,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MTQ,MTQ,155,Martinique,NA,385065,0.890493813,0.048906773,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MUS,MUS,156,Mauritius,0.796,1268315,0.407932572,0.050361426,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.479,0.04,0.476,0,0,0.006,0,NA,NA,0,0,NA,0,0,0,0,0.3485226,0.28,NA,NA,0.1,3,None,Fresh Urine,0.049,0.085,0.827,0,0,0.073,0,NA,NA,0,0,NA,0,0.002,0,0.9,0.0384499,0,NA,NA,0.1,3,None,Fresh Urine,0.9,0.1,0,NA,NA,0.77,0.54,0.22075,0.3845
MWI,MWI,157,Malawi,0.485,19164728,0.169370158,0.152846308,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.028,0.114,0.014,0,0,1.608,0.035,NA,NA,0.001,0,NA,0,0.005,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.001,0.004,0.003,0,0,1.608,0.121,NA,NA,0,0.001,NA,0,0.062,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MYS,MYS,158,Malaysia,0.804,32042458,0.76035771,0.081416028,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
MYT,MYT,159,Mayotte,NA,259682,0.461475959,0.132244431,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAM,NAM,160,Namibia,0.645,2587801,0.500324793,0.132266474,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.638,0.018,0.037,0.005,0.002,0.045,0.023,NA,NA,0,0.003,NA,0,0.222,0.008,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.068,0.012,0.014,0.008,0.001,0.113,0.046,NA,NA,0,0.003,NA,0,0.735,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,0.740740741,0.259259259,0,NA,NA,0.801851852,0.603703704,0.186111111,0.32
NCL,NCL,161,New Caledonia,NA,279821,0.706834012,0.069347195,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
NER,NER,162,Niger,0.377,22311375,0.164252181,0.197775271,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.032,0.106,0.095,0.029,0.001,0.541,0.083,NA,NA,0,0.001,NA,0.001,0.108,0.005,0.2256812,0.0086009,0,0,0,0.1,3,None,Fresh Urine,0,0.002,0.024,0.022,0.001,0.12,0.09,NA,NA,0,0,NA,0.001,0.734,0.007,0.0683896,0.0006398,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFK,NFK,163,Norfolk Island,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGA,NGA,164,Nigeria,0.534,195875237,0.503436792,0.164639871,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.146,0.356,0.13,0.0065,5.00E-04,0.2165,0.0525,NA,NA,0.002,0.0055,NA,0.013,0.0625,0.0075,0.2477168,0.0473197,0,0,0,0.1,3,None,Fresh Urine,0.042,0.059,0.056,0.003,0.001,0.26,0.26,NA,NA,0.0065,5.00E-04,NA,0.0205,0.2755,0.016,0.222005,0.0165939,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
NIC,NIC,165,Nicaragua,0.651,6284757,0.585223104,0.099167733,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.353,0.106,0,0.002,0,0.525,0,NA,NA,0,0,NA,0,0.014,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.003,0.023,0,0,0,0.798,0,NA,NA,0,0,NA,0,0.176,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
NIU,NIU,166,Niue,NA,1624,0.447660099,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLD,NLD,167,Netherlands,0.934,17084459,0.914900905,0.050125846,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9747601,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121576,0.9501405,0.0121546,0.0121546,0.0121546,0.1,3,None,Fresh Urine,0,0.02020202,0.97979798,NA,NA,0.989191919,0.91959596,0.004424242,0.02
NOR,NOR,168,Norway,0.954,5353363,0.822481121,0.055660308,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.25,0.025,0.725,NA,NA,0.929,0.8145,0.06415,0.12125
NPL,NPL,169,Nepal,0.579,29624035,0.197396168,0.092898749,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.1385,0.521,0.0575,0.003,5.00E-04,0.152,0.005,NA,NA,0.008,0,NA,0,0.108,5.00E-04,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.0055,0.446,0.085,0.001,0,0.213,0.005,NA,NA,0.007,0,NA,0,0.2345,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
NRU,NRU,170,Nauru,NA,11312,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.221,0.231,0.501,0,0.009,0,0,NA,NA,0.007,0,NA,0,0.03,0,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZL,NZL,171,New Zealand,0.921,4749598,0.865376396,0.062472303,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.075,0.35,0.575,NA,NA,0.958,0.8815,0.0292375,0.050375
OMN,OMN,172,Oman,0.834,4829946,0.845393717,0.088838767,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.126,0.843,0.021,0,0.001,0.009,0,NA,NA,0,0,NA,0,0.001,0,0,0.1259494,0.41,NA,NA,0.1,3,None,Fresh Urine,0.015,0.888,0.022,0,0,0.066,0,NA,NA,0,0,NA,0,0.008,0,0.4,0.0150854,0.4,NA,NA,0.1,3,None,Fresh Urine,0,1,0,NA,NA,0.95,0.9,0.025,0.02
PAK,PAK,173,Pakistan,0.56,200813818,0.366660177,0.126590416,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.6155,0.1815,0.0425,0.122,0.0035,0.016,0.004,NA,NA,0,0,NA,0.0045,0.0095,0.0015,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.0625,0.3055,0.1065,0.103,0.0085,0.0745,0.0185,NA,NA,0,0.0035,NA,0.039,0.2615,0.017,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,0.739130435,0.260869565,0,NA,NA,0.802173913,0.604347826,0.18576087,0.319347826
PAN,PAN,174,Panama,0.795,4162618,0.677088553,0.090228026,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.454,0.371,0.031,0.003,0,0.135,0,NA,NA,0,0,NA,0.001,0.002,0.002,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.013,0.313,0.016,0.012,0,0.482,0.012,NA,NA,0.001,0,NA,0.021,0.125,0.004,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,0.848484848,0.151515152,0,NA,NA,0.78030303,0.560606061,0.209545455,0.363636364
PCN,PCN,175,Pitcairn Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER,PER,176,Peru,0.759,32551815,0.779068694,0.085929826,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.867,0.02125,0,0.008,0,0.03775,0.0395,NA,NA,0,0,NA,0,0.02275,0.0035,0.0229054,0.4747096,0.0146407,0.0146407,0.0146407,0.1,3,None,Fresh Urine,0.1905,0.16325,0,0.009,0,0.22875,0.20825,NA,NA,0,0,NA,0.00025,0.1955,0.00375,0.9,0.1024672,0,NA,NA,0.1,3,None,Fresh Urine,0.804878049,0.195121951,0,NA,NA,0.78902439,0.57804878,0.200060976,0.34597561
PHL,PHL,177,Philippines,0.712,106512074,0.469073375,0.096881154,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.0705,0.8185,0.0465,0.012,0,0.009,0.004,NA,NA,0,0,NA,0.0075,0.0285,0.0035,0.5162762,0.0236052,0,0,0,0.1,3,None,Fresh Urine,0.0305,0.662,0.1305,0.0095,5.00E-04,0.058,0.024,NA,NA,0.0035,0.0025,NA,0.0125,0.0725,0.006,0.4829465,0.0128972,0,0,0,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
PLW,PLW,178,Palau,0.814,21964,0.799307958,NA,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG,PNG,179,Papua New Guinea,0.543,8418346,0.131687151,0.123748816,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.113251,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.0047465,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
POL,POL,180,Poland,0.872,38104832,0.600577349,0.049804045,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0,0.230769231,0.769230769,NA,NA,0.980769231,0.915384615,0.008846154,0.02
PRI,PRI,181,Puerto Rico,NA,3659007,0.935783944,0.029463724,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,0.837209302,0.162790698,0,NA,NA,0.78255814,0.565116279,0.207093023,0.359069767
PRK,PRK,182,North Korea,NA,25610672,0.618992582,0.067733641,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.672,0.064,0.019,0.001,0,0.162,0.083,NA,NA,0,0,NA,0,0,0,0.0105361,NA,NA,NA,NA,0.1,3,None,Fresh Urine,0.095,0.145,0.039,0.001,0,0.445,0.276,NA,NA,0,0,NA,0,0,0,0.0040879,0.0472727,0,0,0,0.1,3,None,Fresh Urine,0.684210526,0.315789474,0,NA,NA,0.813157895,0.626315789,0.173815789,0.297105263
PRT,PRT,183,Portugal,0.85,10291196,0.652110114,0.039292293,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0534031,0.8199307,0.0534031,0.0534031,0.0534031,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3098283,0.4,NA,NA,0.1,3,None,Fresh Urine,0.1,0.642857143,0.257142857,NA,NA,0.940285714,0.865142857,0.04135,0.0605
PRY,PRY,184,Paraguay,0.724,6896908,0.61584597,0.098294995,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.139,0.527,0.279,0.01,0,0.039,0,NA,NA,0,0,NA,0,0.006,0,0.4667753,0.0688401,0,0,0,0.1,3,None,Fresh Urine,0.008,0.308,0.327,0.001,0,0.342,0,NA,NA,0,0,NA,0,0.014,0,0.6624273,0,0,0,0,0.1,3,None,Fresh Urine,0.7,0.3,0,NA,NA,0.81,0.62,0.17725,0.3035
PSE,PSE,185,Palestina,0.69,5052776,0.761644688,0.135827582,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0.10073,0.4709917,0.0751033,0.0751033,0.0751033,0.1,3,None,Fresh Urine,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0.9,0.04525,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
PYF,PYF,186,French Polynesia,NA,285859,0.618336313,0.071526215,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
